ra_deg,dec_deg,magnitude,pixel_x,pixel_y,flux_electrons
-1.7977298221905338,-0.2674936069507172,2.6519487611187147,511.5451216683454,511.93233799870654,81502.64260250276
3.1512380821646175,2.4747361494180717,3.4906775927565907,512.7978986085822,512.6263648327702,37641.21983977461
4.494219267782372,2.244389680468201,3.3007063893593633,513.1391331868709,512.5680005460673,44838.99816633998
-3.8384767045072596,-0.451580765782559,5.53134323453505,511.02761645397743,511.885771965152,5745.890744986922
-3.394198766585003,-1.987219948800798,2.018534218731453,511.14044435256864,511.4971384746357,146066.27178423794
3.836247370505749,-1.272043407920008,2.6448340973669997,512.9718171072865,511.67818849137586,82038.49705984189
3.322340431044349,-3.5933591137623155,5.363212259794261,512.8413167598104,511.089879652338,6708.308938673813
3.488880798424997,2.2116527553436383,2.5422950410682494,512.8835917363043,512.5597073285658,90164.4486610532
-2.2816233234408756,-1.6279560929046797,6.0,511.4225666349444,511.5881037326046,3731.5172668077767
-0.0937503435257625,-2.391014469553533,2.716534343616952,511.9762861792803,511.3948504856468,76795.57370885837
-4.712390895869806,2.1722558529201796,3.6901475254228333,510.805323284901,512.549727429418,31323.60938194962
3.4801119348874128,-1.7264888374362632,3.189084972462171,512.8813654610841,511.56315886695893,49694.30934013576
3.998468913192516,-4.0582663303914,2.1485431816376157,513.0130428814658,510.97175656714404,129581.73977380579
1.8124881769429901,4.624647126583735,4.515599178459311,512.458615110229,513.1723342444502,14644.512885288144
4.01405187670006,-1.0012856158650374,2.8587292859560844,513.0170038682663,511.7467027535763,67368.27392696262
4.971111225013203,-3.981998790513115,3.7990313606552286,513.260588729562,510.99114344597194,28334.537457571183
-4.399466174430497,-0.1461469396089088,6.0,510.8849792128452,511.9630325968134,3731.5172668077767
3.081456135998801,-3.3211429164683737,4.507448861054305,512.780195202632,511.1589871674306,14754.864225998403
-4.514161137213888,3.2598569127086368,2.7691392372039116,510.8557912894669,512.8254595233894,73163.28533181205
3.8221126320985537,2.1312134806952097,3.9421164370566455,512.9682257610914,512.5393312585459,24835.86482448951
-1.3370519705306636,-1.0241049231485801,2.237912647736719,511.66173628874446,511.74092889130293,119342.26204041921
2.800494488480644,-3.47510936100499,6.0,512.7089392829088,511.11990459442245,3731.5172668077767
-4.060784575451666,2.205083277136257,5.038042130071533,510.9711163780664,512.5580431324846,9050.810909098687
1.5260275831099124,1.5206624546035137,2.2062787519043754,512.3860942829209,512.3847362339209,122870.73176989773
-1.1518250901011484,-0.8945566843681583,2.695869263847186,511.70861088691186,511.7737068371,78271.31438532793
-4.106800006946239,-3.517195698669866,4.350465617618893,510.9594176140933,511.1092192759004,17050.283213636027
0.45760971081905666,1.8831464576607901,6.0,512.1157531300034,512.4765064631878,3731.5172668077767
2.594798926085592,-1.1028052914101591,2.2327923542578896,512.6567937914197,511.7210150641097,119906.43287206927
-4.970310208408783,4.114680253413123,3.1839779297437687,510.7396154172543,513.0425859605269,49928.62159680384
0.4056178338889538,4.3801657362813025,5.4356961972206195,512.1026012315232,513.1101100429778,6275.062515126925
-2.2318393222646282,4.032118314441938,2.6434064111064655,511.43517886914753,513.0215963112412,82146.44964729645
-3.7377966842071353,3.219691290313305,6.0,511.0531947424235,512.815267225488,3731.5172668077767
3.5202586169058705,-2.639481072194678,2.8460189391924535,512.8915584072641,511.33188041156626,68161.6050487848
1.3726339101599496,-4.653251606808258,4.372264731481238,512.3472690648521,510.82038272045884,16711.349559744423
-3.862530330710526,-0.19565672198310402,3.6399701447172803,511.02150461709385,511.95050916991124,32805.27910229949
0.2733834722976267,-0.12362500482002492,2.164202875775284,512.0691518539476,511.9687294678224,127726.09111560867
-1.8816640480376687,2.926684054866957,2.673210773950915,511.5238689118274,512.7409383399607,79922.02289255745
-3.6945378573557983,-4.313388778706887,3.111309166875294,511.06418306195286,510.9068785329537,53384.909207560515
0.32923859174855785,0.43430181998279505,3.318632775631108,512.0832805898395,512.1098571287307,44104.71236737237
-0.2551575396556691,-0.8576945166261769,3.0654509645406955,511.93545842582034,511.7830331657389,55688.13708178009
1.0277865570075324,1.048781433922339,3.65443558455567,512.2600026628955,512.2653149830365,32371.086558878193
3.7628638871114664,-0.748503727544584,3.2555569923266106,512.9531731570358,511.81065800380173,46742.99608925054
-4.888426320729212,-4.501454059633292,3.6829593098602524,510.7604817121129,510.85902547543736,31531.688451328784
-1.0774388222153997,1.9595703984336392,3.9019203545977446,511.7274337412016,512.4958593714917,25772.6163941017
-1.029348666051387,-4.051530230050227,2.232858811209346,511.739602080085,510.97346900114485,119899.09336987749
3.9957807936087324,0.654162683061303,4.605424095139867,513.0123596116507,512.1654751998223,13481.654717324347
-3.6449175520479105,-0.43092451266958687,4.760427926053911,511.07678596344203,511.8909971972562,11687.957513069605
4.242116915601713,0.28483754867007605,2.990687616765603,513.0749926459918,512.0720491885884,59658.11087049122
2.3045845975731627,-1.8847295419015375,2.442071083741147,512.5832506467609,511.52309266831617,98884.1949701923
4.516329209076709,-4.856654129578794,6.0,513.1447605361728,510.76857677296493,3731.5172668077767
3.3420595188442057,-2.936689231705485,6.0,512.8463215383052,511.2565242504351,3731.5172668077767
4.638702402894298,3.5049146102533015,6.0,513.1759128083894,512.8876625740547,3731.5172668077767
-0.8444868743710368,3.992409072488984,2.7022719792731147,511.78637472684204,513.0115025894181,77811.07492906156
-0.8019396557435847,1.5712878167697664,2.1652391893860132,511.7971391094923,512.3975510587403,127604.23128640061
1.8475305492789502,-0.786127967763278,3.7560600788502074,512.467487996366,511.8011393852259,29478.506995412445
1.5423707614848636,2.9607309327437576,3.139075878567165,512.3902311943832,512.7495731436168,52036.88348706257
-4.2622749502572175,-0.8266608427223261,3.162599773563791,510.91988026694554,511.79088471417566,50921.50826050365
-0.743885263249239,-3.426379301924892,3.77891224339269,511.8118264252798,511.1322755002067,28864.508673376306
-3.3653470114582573,-3.026378103570101,2.030465346561651,511.1477677494964,511.2337762363242,144469.86235652296
0.20489312799427495,0.6776519067348952,3.0133926625686698,512.0518271730737,512.1714175140169,58423.42761196235
0.7920259245928438,-2.601224709965976,2.4597797328337756,512.2003527639414,511.34157748405437,97284.37091309807
3.6255091977136296,3.7204100573048144,2.8550086595713307,512.918284950521,512.9423886926521,67599.54049421774
4.364704781221469,-4.352387105249731,3.5192019573901887,513.1061763879424,510.896957422,36665.143007459905
1.4157294468346882,4.18244961765766,2.595063542288499,512.3581763774755,513.0598181548795,85886.89351198019
1.951528060413807,3.398873803394041,2.7022525574613576,512.4938227205038,512.8607423459681,77812.46690599307
-0.5932953797871008,-0.7449807643195232,3.3227096852229847,511.8499227835652,511.81154927558816,43939.40283164739
-4.371022314219797,-2.83179653324362,3.4696125222174024,510.8922162927042,511.2831238227888,38378.68861722407
-4.726911679495663,3.6542645679948382,4.1105353234059425,510.8016252711,512.9255879481534,21267.10748225385
-4.336792940895316,2.544075192925268,3.2117039691803253,510.900924674911,512.6439375739191,48669.694061425194
-2.303484226170429,-2.1095245743137303,3.7414266336622086,511.41702813865584,511.46616238984257,29878.524675924262
-3.056075751294358,-4.851506175696718,2.0291179902221668,511.2262431229239,510.76988831971767,144649.2639265749
-3.671533938949092,-4.562175354263926,2.5441669743065045,511.07002592718726,510.84356975907997,90009.12116763544
-2.845106651199517,1.191357422956334,3.934625812051553,511.27974880175384,512.3013928518009,25007.811348744734
3.2459508820319964,-2.344129560571936,4.742061625504064,512.8219306825996,511.40673012203945,11887.362459930695
-0.8092813088722073,-1.4764777793621962,3.9039392346096546,511.79528169854245,511.6264477643971,25724.735496569716
2.316612349200713,2.8641244503410395,3.3545216448993056,512.586297974882,512.7250736403454,42670.599227905084
-0.11725828550139461,-4.772340458716686,2.1180410236349236,511.970339912834,510.79005490244293,133273.9496971007
-0.534502522276461,-3.790185629216295,5.302813499327286,511.86479565936946,511.0398857984237,7092.081947502351
-2.8466114881450477,-2.464513453829249,3.0145267474462907,511.2793672182445,511.3762257699774,58362.43141167274
-1.3495077550248036,2.3779306796059902,2.339850022564476,511.6585839121318,512.6018342799352,108646.89365265066
4.136199189364261,3.7831830131862816,3.5508937328312022,513.0480574121347,512.9583351565924,35610.33430536532
-0.13024057513071696,-4.3325233868013875,4.371311194259647,511.96705607578417,510.9020108475845,16726.03330707983
-2.651500263584712,-4.0145297886844595,4.004407984119478,511.32883371129225,510.9828746503318,23451.004256209188
